Date,Price
1789-05-31,0.51
1789-06-30,0.51
1789-07-31,0.5
1789-08-31,0.51
1789-09-30,0.51
1789-10-31,0.51
1789-11-30,0.5
1789-12-31,0.5
1790-01-31,0.49
1790-02-28,0.49
1790-03-31,0.5
1790-04-30,0.5
1790-05-31,0.52
1790-06-30,0.53
1790-07-31,0.53
1790-08-31,0.54
1790-09-30,0.55
1790-10-31,0.56
1790-11-30,0.55
1790-12-31,0.57
1791-01-31,0.58
1791-02-28,0.59
1791-03-31,0.59
1791-04-30,0.6
1791-05-31,0.6
1791-06-30,0.6
1791-07-31,0.6
1791-08-31,0.61
1791-09-30,0.62
1791-10-31,0.62
1791-11-30,0.62
1791-12-31,0.63
1792-01-31,0.63
1792-02-29,0.62
1792-03-31,0.62
1792-04-30,0.62
1792-05-31,0.59
1792-06-30,0.58
1792-07-31,0.57
1792-08-31,0.57
1792-09-30,0.56
1792-10-31,0.54
1792-11-30,0.54
1792-12-31,0.54
1793-01-31,0.55
1793-02-28,0.57
1793-03-31,0.58
1793-04-30,0.59
1793-05-31,0.59
1793-06-30,0.6
1793-07-31,0.6
1793-08-31,0.6
1793-09-30,0.6
1793-10-31,0.61
1793-11-30,0.61
1793-12-31,0.62
1794-01-31,0.63
1794-02-28,0.64
1794-03-31,0.66
1794-04-30,0.66
1794-05-31,0.68
1794-06-30,0.7
1794-07-31,0.71
1794-08-31,0.73
1794-09-30,0.74
1794-10-31,0.74
1794-11-30,0.76
1794-12-31,0.76
1795-01-31,0.76
1795-02-28,0.78
1795-03-31,0.77
1795-04-30,0.78
1795-05-31,0.78
1795-06-30,0.78
1795-07-31,0.77
1795-08-31,0.77
1795-09-30,0.75
1795-10-31,0.75
1795-11-30,0.74
1795-12-31,0.73
1796-01-31,0.73
1796-02-29,0.72
1796-03-31,0.71
1796-04-30,0.71
1796-05-31,0.7
1796-06-30,0.67
1796-07-31,0.67
1796-08-31,0.66
1796-09-30,0.65
1796-10-31,0.65
1796-11-30,0.64
1796-12-31,0.63
1797-01-31,0.63
1797-02-28,0.63
1797-03-31,0.62
1797-04-30,0.62
1797-05-31,0.61
1797-06-30,0.61
1797-07-31,0.61
1797-08-31,0.6
1797-09-30,0.59
1797-10-31,0.58
1797-11-30,0.58
1797-12-31,0.58
1798-01-31,0.57
1798-02-28,0.58
1798-03-31,0.59
1798-04-30,0.6
1798-05-31,0.61
1798-06-30,0.62
1798-07-31,0.63
1798-08-31,0.65
1798-09-30,0.67
1798-10-31,0.68
1798-11-30,0.68
1798-12-31,0.69
1799-01-31,0.69
1799-02-28,0.71
1799-03-31,0.71
1799-04-30,0.72
1799-05-31,0.73
1799-06-30,0.73
1799-07-31,0.74
1799-08-31,0.74
1799-09-30,0.74
1799-10-31,0.76
1799-11-30,0.77
1799-12-31,0.79
1800-01-31,0.8
1800-02-28,0.8
1800-03-31,0.85
1800-04-30,0.89
1800-05-31,0.9
1800-06-30,0.92
1800-07-31,0.94
1800-08-31,0.96
1800-09-30,1.0
1800-10-31,1.01
1800-11-30,1.01
1800-12-31,1.0
1801-01-31,0.98
1801-02-28,0.96
1801-03-31,0.91
1801-04-30,0.88
1801-05-31,0.84
1801-06-30,0.81
1801-07-31,0.77
1801-08-31,0.74
1801-09-30,0.71
1801-10-31,0.68
1801-11-30,0.65
1801-12-31,0.63
1802-01-31,0.59
1802-02-28,0.6
1802-03-31,0.6
1802-04-30,0.6
1802-05-31,0.61
1802-06-30,0.61
1802-07-31,0.62
1802-08-31,0.62
1802-09-30,0.63
1802-10-31,0.64
1802-11-30,0.65
1802-12-31,0.65
1803-01-31,0.66
1803-02-28,0.67
1803-03-31,0.68
1803-04-30,0.7
1803-05-31,0.71
1803-06-30,0.71
1803-07-31,0.71
1803-08-31,0.72
1803-09-30,0.72
1803-10-31,0.73
1803-11-30,0.74
1803-12-31,0.75
1804-01-31,0.77
1804-02-29,0.8
1804-03-31,0.83
1804-04-30,0.86
1804-05-31,0.89
1804-06-30,0.93
1804-07-31,0.96
1804-08-31,1.01
1804-09-30,1.06
1804-10-31,1.08
1804-11-30,1.09
1804-12-31,1.11
1805-01-31,1.14
1805-02-28,1.12
1805-03-31,1.12
1805-04-30,1.11
1805-05-31,1.11
1805-06-30,1.12
1805-07-31,1.11
1805-08-31,1.1
1805-09-30,1.09
1805-10-31,1.09
1805-11-30,1.09
1805-12-31,1.1
1806-01-31,1.11
1806-02-28,1.15
1806-03-31,1.19
1806-04-30,1.21
1806-05-31,1.17
1806-06-30,1.24
1806-07-31,1.26
1806-08-31,1.3
1806-09-30,1.29
1806-10-31,1.26
1806-11-30,1.24
1806-12-31,1.2
1807-01-31,1.17
1807-02-28,1.11
1807-03-31,1.03
1807-04-30,0.97
1807-05-31,0.91
1807-06-30,0.86
1807-07-31,0.81
1807-08-31,0.65
1807-09-30,0.72
1807-10-31,0.69
1807-11-30,0.66
1807-12-31,0.65
1808-01-31,0.65
1808-02-29,0.66
1808-03-31,0.67
1808-04-30,0.69
1808-05-31,0.71
1808-06-30,0.74
1808-07-31,0.77
1808-08-31,0.79
1808-09-30,0.83
1808-10-31,0.86
1808-11-30,0.89
1808-12-31,0.9
1809-01-31,0.94
1809-02-28,0.97
1809-03-31,1.0
1809-04-30,1.01
1809-05-31,1.03
1809-06-30,1.07
1809-07-31,1.11
1809-08-31,1.13
1809-09-30,1.15
1809-10-31,1.17
1809-11-30,1.19
1809-12-31,1.19
1810-01-31,1.18
1810-02-28,1.18
1810-03-31,1.17
1810-04-30,1.16
1810-05-31,1.16
1810-06-30,1.15
1810-07-31,1.13
1810-08-31,1.15
1810-09-30,1.06
1810-10-31,1.05
1810-11-30,1.04
1810-12-31,1.02
1811-01-31,1.0
1811-02-28,1.01
1811-03-31,1.02
1811-04-30,1.03
1811-05-31,1.05
1811-06-30,1.06
1811-07-31,1.08
1811-08-31,1.06
1811-09-30,1.03
1811-10-31,1.01
1811-11-30,0.99
1811-12-31,0.93
1812-01-31,0.96
1812-02-29,0.93
1812-03-31,0.9
1812-04-30,0.89
1812-05-31,0.88
1812-06-30,0.84
1812-07-31,0.83
1812-08-31,0.81
1812-09-30,0.81
1812-10-31,0.8
1812-11-30,0.8
1812-12-31,0.8
1813-01-31,0.8
1813-02-28,0.81
1813-03-31,0.81
1813-04-30,0.81
1813-05-31,0.81
1813-06-30,0.81
1813-07-31,0.82
1813-08-31,0.83
1813-09-30,0.83
1813-10-31,0.84
1813-11-30,0.86
1813-12-31,0.89
1814-01-31,0.96
1814-02-28,1.01
1814-03-31,1.08
1814-04-30,1.14
1814-05-31,1.18
1814-06-30,1.22
1814-07-31,1.3
1814-08-31,1.35
1814-09-30,1.43
1814-10-31,1.45
1814-11-30,1.47
1814-12-31,1.48
1815-01-31,1.48
1815-02-28,1.49
1815-03-31,1.5
1815-04-30,1.51
1815-05-31,1.51
1815-06-30,1.52
1815-07-31,1.54
1815-08-31,1.55
1815-09-30,1.56
1815-10-31,1.57
1815-11-30,1.56
1815-12-31,1.56
1816-01-31,1.55
1816-02-29,1.55
1816-03-31,1.54
1816-04-30,1.54
1816-05-31,1.54
1816-06-30,1.52
1816-07-31,1.5
1816-08-31,1.49
1816-09-30,1.49
1816-10-31,1.49
1816-11-30,1.5
1816-12-31,1.5
1817-01-31,1.47
1817-02-28,1.52
1817-03-31,1.52
1817-04-30,1.53
1817-05-31,1.53
1817-06-30,1.54
1817-07-31,1.56
1817-08-31,1.6
1817-09-30,1.62
1817-10-31,1.65
1817-11-30,1.68
1817-12-31,1.7
1818-01-31,1.73
1818-02-28,1.78
1818-03-31,1.81
1818-04-30,1.83
1818-05-31,1.84
1818-06-30,1.84
1818-07-31,1.85
1818-08-31,1.89
1818-09-30,1.89
1818-10-31,1.88
1818-11-30,1.89
1818-12-31,1.89
1819-01-31,1.88
1819-02-28,1.88
1819-03-31,1.88
1819-04-30,1.88
1819-05-31,1.88
1819-06-30,1.87
1819-07-31,1.86
1819-08-31,1.84
1819-09-30,1.82
1819-10-31,1.78
1819-11-30,1.77
1819-12-31,1.75
1820-01-31,1.74
1820-02-29,1.74
1820-03-31,1.74
1820-04-30,1.76
1820-05-31,1.77
1820-06-30,1.8
1820-07-31,1.81
1820-08-31,1.83
1820-09-30,1.87
1820-10-31,1.9
1820-11-30,1.91
1820-12-31,1.93
1821-01-31,1.96
1821-02-28,1.98
1821-03-31,1.99
1821-04-30,2.0
1821-05-31,1.96
1821-06-30,2.07
1821-07-31,2.08
1821-08-31,2.09
1821-09-30,2.08
1821-10-31,2.08
1821-11-30,2.08
1821-12-31,2.09
1822-01-31,2.08
1822-02-28,2.07
1822-03-31,2.06
1822-04-30,2.03
1822-05-31,2.02
1822-06-30,2.03
1822-07-31,2.02
1822-08-31,1.98
1822-09-30,2.0
1822-10-31,1.99
1822-11-30,1.99
1822-12-31,2.0
1823-01-31,2.05
1823-02-28,2.01
1823-03-31,2.01
1823-04-30,2.01
1823-05-31,2.02
1823-06-30,2.03
1823-07-31,2.04
1823-08-31,2.05
1823-09-30,2.08
1823-10-31,2.09
1823-11-30,2.11
1823-12-31,2.12
1824-01-31,2.15
1824-02-29,2.17
1824-03-31,2.19
1824-04-30,2.2
1824-05-31,2.21
1824-06-30,2.24
1824-07-31,2.33
1824-08-31,2.34
1824-09-30,2.34
1824-10-31,2.34
1824-11-30,2.34
1824-12-31,2.37
1825-01-31,2.33
1825-02-28,2.27
1825-03-31,2.25
1825-04-30,2.22
1825-05-31,2.21
1825-06-30,2.2
1825-07-31,2.2
1825-08-31,2.19
1825-09-30,2.17
1825-10-31,2.13
1825-11-30,2.1
1825-12-31,2.08
1826-01-31,2.07
1826-02-28,2.06
1826-03-31,2.01
1826-04-30,2.01
1826-05-31,2.02
1826-06-30,2.03
1826-07-31,2.02
1826-08-31,2.02
1826-09-30,2.01
1826-10-31,2.0
1826-11-30,1.99
1826-12-31,1.99
1827-01-31,1.97
1827-02-28,1.98
1827-03-31,1.99
1827-04-30,2.0
1827-05-31,2.02
1827-06-30,2.03
1827-07-31,2.06
1827-08-31,2.09
1827-09-30,2.1
1827-10-31,2.11
1827-11-30,2.08
1827-12-31,2.05
1828-01-31,2.02
1828-02-29,1.99
1828-03-31,1.95
1828-04-30,1.93
1828-05-31,1.91
1828-06-30,1.92
1828-07-31,1.92
1828-08-31,1.94
1828-09-30,1.93
1828-10-31,1.93
1828-11-30,1.91
1828-12-31,1.9
1829-01-31,1.9
1829-02-28,1.89
1829-03-31,1.89
1829-04-30,1.9
1829-05-31,1.92
1829-06-30,1.88
1829-07-31,1.94
1829-08-31,1.97
1829-09-30,1.99
1829-10-31,2.02
1829-11-30,2.08
1829-12-31,2.1
1830-01-31,2.11
1830-02-28,2.15
1830-03-31,2.2
1830-04-30,2.24
1830-05-31,2.34
1830-06-30,2.37
1830-07-31,2.38
1830-08-31,2.42
1830-09-30,2.45
1830-10-31,2.45
1830-11-30,2.45
1830-12-31,2.41
1831-01-31,2.39
1831-02-28,2.38
1831-03-31,2.34
1831-04-30,2.29
1831-05-31,2.25
1831-06-30,2.22
1831-07-31,2.2
1831-08-31,2.18
1831-09-30,2.15
1831-10-31,2.12
1831-11-30,2.1
1831-12-31,2.09
1832-01-31,2.09
1832-02-29,2.1
1832-03-31,2.12
1832-04-30,2.12
1832-05-31,2.13
1832-06-30,2.19
1832-07-31,2.23
1832-08-31,2.27
1832-09-30,2.38
1832-10-31,2.44
1832-11-30,2.52
1832-12-31,2.62
1833-01-31,2.69
1833-02-28,2.77
1833-03-31,2.9
1833-04-30,2.98
1833-05-31,3.05
1833-06-30,3.1
1833-07-31,3.11
1833-08-31,3.06
1833-09-30,2.97
1833-10-31,2.89
1833-11-30,2.84
1833-12-31,2.7
1834-01-31,2.62
1834-02-28,2.59
1834-03-31,2.54
1834-04-30,2.54
1834-05-31,2.55
1834-06-30,2.57
1834-07-31,2.64
1834-08-31,2.77
1834-09-30,2.83
1834-10-31,2.89
1834-11-30,2.99
1834-12-31,3.04
1835-01-31,2.87
1835-02-28,3.25
1835-03-31,3.47
1835-04-30,3.58
1835-05-31,3.62
1835-06-30,3.7
1835-07-31,3.82
1835-08-31,3.88
1835-09-30,3.79
1835-10-31,3.71
1835-11-30,3.66
1835-12-31,3.62
1836-01-31,3.55
1836-02-29,3.52
1836-03-31,3.53
1836-04-30,3.54
1836-05-31,3.53
1836-06-30,3.41
1836-07-31,3.27
1836-08-31,3.11
1836-09-30,2.99
1836-10-31,2.91
1836-11-30,2.81
1836-12-31,2.74
1837-01-31,2.72
1837-02-28,2.67
1837-03-31,2.54
1837-04-30,2.44
1837-05-31,2.39
1837-06-30,2.37
1837-07-31,2.2
1837-08-31,2.18
1837-09-30,2.18
1837-10-31,2.23
1837-11-30,2.28
1837-12-31,2.23
1838-01-31,2.14
1838-02-28,2.1
1838-03-31,2.07
1838-04-30,2.01
1838-05-31,2.03
1838-06-30,2.06
1838-07-31,2.38
1838-08-31,2.15
1838-09-30,2.23
1838-10-31,2.21
1838-11-30,2.18
1838-12-31,2.17
1839-01-31,2.14
1839-02-28,2.11
1839-03-31,2.12
1839-04-30,2.15
1839-05-31,1.97
1839-06-30,2.05
1839-07-31,1.99
1839-08-31,1.92
1839-09-30,1.8
1839-10-31,1.72
1839-11-30,1.68
1839-12-31,1.66
1840-01-31,1.6
1840-02-29,1.57
1840-03-31,1.59
1840-04-30,1.61
1840-05-31,1.62
1840-06-30,1.62
1840-07-31,1.61
1840-08-31,1.6
1840-09-30,1.72
1840-10-31,1.73
1840-11-30,1.73
1840-12-31,1.74
1841-01-31,1.67
1841-02-28,1.61
1841-03-31,1.58
1841-04-30,1.54
1841-05-31,1.52
1841-06-30,1.52
1841-07-31,1.53
1841-08-31,1.57
1841-09-30,1.57
1841-10-31,1.53
1841-11-30,1.42
1841-12-31,1.34
1842-01-31,1.25
1842-02-28,1.23
1842-03-31,1.2
1842-04-30,1.15
1842-05-31,1.11
1842-06-30,1.11
1842-07-31,1.12
1842-08-31,1.17
1842-09-30,1.18
1842-10-31,1.18
1842-11-30,1.18
1842-12-31,1.16
1843-01-31,1.15
1843-02-28,1.11
1843-03-31,1.23
1843-04-30,1.27
1843-05-31,1.28
1843-06-30,1.3
1843-07-31,1.32
1843-08-31,1.37
1843-09-30,1.57
1843-10-31,1.71
1843-11-30,1.74
1843-12-31,1.75
1844-01-31,1.81
1844-02-29,2.34
1844-03-31,2.13
1844-04-30,2.24
1844-05-31,2.25
1844-06-30,2.29
1844-07-31,2.36
1844-08-31,2.45
1844-09-30,2.36
1844-10-31,2.32
1844-11-30,2.29
1844-12-31,2.16
1845-01-31,2.27
1845-02-28,2.24
1845-03-31,2.23
1845-04-30,2.23
1845-05-31,2.2
1845-06-30,2.18
1845-07-31,2.18
1845-08-31,2.18
1845-09-30,2.21
1845-10-31,2.23
1845-11-30,2.23
1845-12-31,2.23
1846-01-31,2.3
1846-02-28,2.33
1846-03-31,2.37
1846-04-30,2.37
1846-05-31,2.36
1846-06-30,2.36
1846-07-31,2.33
1846-08-31,2.35
1846-09-30,2.35
1846-10-31,2.34
1846-11-30,2.34
1846-12-31,2.33
1847-01-31,2.34
1847-02-28,2.35
1847-03-31,2.39
1847-04-30,2.48
1847-05-31,2.53
1847-06-30,2.58
1847-07-31,2.6
1847-08-31,2.63
1847-09-30,2.62
1847-10-31,2.55
1847-11-30,2.53
1847-12-31,2.51
1848-01-31,2.47
1848-02-29,2.4
1848-03-31,2.35
1848-04-30,2.35
1848-05-31,2.37
1848-06-30,2.34
1848-07-31,2.32
1848-08-31,2.28
1848-09-30,2.23
1848-10-31,2.21
1848-11-30,2.2
1848-12-31,2.21
1849-01-31,2.28
1849-02-28,2.29
1849-03-31,2.32
1849-04-30,2.4
1849-05-31,2.42
1849-06-30,2.46
1849-07-31,2.48
1849-08-31,2.48
1849-09-30,2.48
1849-10-31,2.46
1849-11-30,2.42
1849-12-31,2.39
1850-01-31,2.44
1850-02-28,2.46
1850-03-31,2.47
1850-04-30,2.53
1850-05-31,2.54
1850-06-30,2.55
1850-07-31,2.44
1850-08-31,2.68
1850-09-30,2.77
1850-10-31,2.81
1850-11-30,2.84
1850-12-31,2.85
1851-01-31,2.93
1851-02-28,2.99
1851-03-31,3.0
1851-04-30,3.01
1851-05-31,3.01
1851-06-30,2.98
1851-07-31,2.95
1851-08-31,2.94
1851-09-30,2.91
1851-10-31,2.88
1851-11-30,2.85
1851-12-31,2.85
1852-01-31,2.9
1852-02-29,2.97
1852-03-31,3.04
1852-04-30,3.08
1852-05-31,3.13
1852-06-30,3.2
1852-07-31,3.29
1852-08-31,3.37
1852-09-30,3.42
1852-10-31,3.49
1852-11-30,3.56
1852-12-31,3.6
1853-01-31,3.63
1853-02-28,3.62
1853-03-31,3.6
1853-04-30,3.58
1853-05-31,3.54
1853-06-30,3.44
1853-07-31,3.38
1853-08-31,3.34
1853-09-30,3.23
1853-10-31,3.18
1853-11-30,3.11
1853-12-31,3.08
1854-01-31,3.24
1854-02-28,3.09
1854-03-31,3.14
1854-04-30,3.09
1854-05-31,2.97
1854-06-30,2.84
1854-07-31,2.78
1854-08-31,2.71
1854-09-30,2.62
1854-10-31,2.52
1854-11-30,2.27
1854-12-31,2.36
1855-01-31,2.35
1855-02-28,2.37
1855-03-31,2.38
1855-04-30,2.44
1855-05-31,2.52
1855-06-30,2.55
1855-07-31,2.56
1855-08-31,2.57
1855-09-30,2.52
1855-10-31,2.5
1855-11-30,2.49
1855-12-31,2.48
1856-01-31,2.46
1856-02-29,2.39
1856-03-31,2.46
1856-04-30,2.47
1856-05-31,2.49
1856-06-30,2.49
1856-07-31,2.52
1856-08-31,2.54
1856-09-30,2.6
1856-10-31,2.63
1856-11-30,2.66
1856-12-31,2.68
1857-01-31,2.69
1857-02-28,2.7
1857-03-31,2.64
1857-04-30,2.55
1857-05-31,2.49
1857-06-30,2.4
1857-07-31,2.2
1857-08-31,1.92
1857-09-30,1.82
1857-10-31,1.77
1857-11-30,1.75
1857-12-31,1.67
1858-01-31,1.66
1858-02-28,1.71
1858-03-31,1.85
1858-04-30,1.88
1858-05-31,1.87
1858-06-30,1.86
1858-07-31,1.82
1858-08-31,1.79
1858-09-30,1.76
1858-10-31,1.76
1858-11-30,1.77
1858-12-31,1.75
1859-01-31,1.74
1859-02-28,1.71
1859-03-31,1.62
1859-04-30,1.59
1859-05-31,1.57
1859-06-30,1.56
1859-07-31,1.54
1859-08-31,1.58
1859-09-30,1.52
1859-10-31,1.54
1859-11-30,1.56
1859-12-31,1.55
1860-01-31,1.59
1860-02-29,1.65
1860-03-31,1.69
1860-04-30,1.72
1860-05-31,1.78
1860-06-30,1.61
1860-07-31,2.03
1860-08-31,2.1
1860-09-30,2.16
1860-10-31,2.13
1860-11-30,2.12
1860-12-31,2.11
1861-01-31,2.08
1861-02-28,2.01
1861-03-31,2.0
1861-04-30,1.98
1861-05-31,1.97
1861-06-30,1.97
1861-07-31,1.93
1861-08-31,1.98
1861-09-30,2.02
1861-10-31,2.06
1861-11-30,2.11
1861-12-31,2.15
1862-01-31,2.2
1862-02-28,2.21
1862-03-31,2.31
1862-04-30,2.38
1862-05-31,2.45
1862-06-30,2.52
1862-07-31,2.64
1862-08-31,2.81
1862-09-30,2.89
1862-10-31,2.9
1862-11-30,3.08
1862-12-31,3.24
1863-01-31,3.44
1863-02-28,3.47
1863-03-31,3.58
1863-04-30,3.68
1863-05-31,3.94
1863-06-30,4.12
1863-07-31,4.17
1863-08-31,4.22
1863-09-30,4.38
1863-10-31,4.41
1863-11-30,4.51
1863-12-31,4.55
1864-01-31,4.55
1864-02-29,4.58
1864-03-31,4.59
1864-04-30,4.6
1864-05-31,4.57
1864-06-30,4.56
1864-07-31,4.52
1864-08-31,4.34
1864-09-30,4.24
1864-10-31,4.22
1864-11-30,4.2
1864-12-31,4.19
1865-01-31,4.05
1865-02-28,4.0
1865-03-31,3.98
1865-04-30,3.97
1865-05-31,3.93
1865-06-30,3.92
1865-07-31,4.02
1865-08-31,4.17
1865-09-30,4.21
1865-10-31,4.31
1865-11-30,4.35
1865-12-31,4.4
1866-01-31,4.19
1866-02-28,4.35
1866-03-31,4.32
1866-04-30,4.29
1866-05-31,4.28
1866-06-30,4.35
1866-07-31,4.42
1866-08-31,4.54
1866-09-30,4.57
1866-10-31,4.64
1866-11-30,4.62
1866-12-31,4.57
1867-01-31,4.54
1867-02-28,4.49
1867-03-31,4.37
1867-04-30,4.28
1867-05-31,4.34
1867-06-30,4.36
1867-07-31,4.37
1867-08-31,4.39
1867-09-30,4.51
1867-10-31,4.61
1867-11-30,4.66
1867-12-31,4.72
1868-01-31,4.78
1868-02-29,4.85
1868-03-31,4.88
1868-04-30,4.98
1868-05-31,5.04
1868-06-30,5.04
1868-07-31,5.06
1868-08-31,5.11
1868-09-30,5.13
1868-10-31,5.09
1868-11-30,5.17
1868-12-31,5.21
1869-01-31,5.22
1869-02-28,5.25
1869-03-31,5.28
1869-04-30,5.27
1869-05-31,5.26
1869-06-30,5.26
1869-07-31,5.4
1869-08-31,5.16
1869-09-30,5.07
1869-10-31,4.96
1869-11-30,4.92
1869-12-31,4.77
1870-01-31,4.61
1870-02-28,4.56
1870-03-31,4.56
1870-04-30,4.6
1870-05-31,4.49
1870-06-30,4.64
1870-07-31,4.64
1870-08-31,4.63
1870-09-30,4.62
1870-10-31,4.58
1870-11-30,4.56
1870-12-31,4.59
1871-01-31,4.66
1871-02-28,4.73
1871-03-31,4.8
1871-04-30,4.82
1871-05-31,4.86
1871-06-30,4.91
1871-07-31,4.96
1871-08-31,4.9
1871-09-30,4.88
